pbds_code,item_id,title,card_name,set_name,card_number,edition,print_variant,grader,grade,grade_label,sold_price,currency,shipping,transaction_type,bid_count,created_at,seller,seller_feedback,seller_feedback_pct,cert_number,location,condition,returns_accepted,obo_min_price,current_bid,watchers,listing_url
TRK000-2000-1E-HOLO,1.57803E+11,2000 Pokemon Team Rocket 1st Edition 83 Dark Raichu Holo PSA 6,Dark Raichu,Team Rocket,,1st Edition,Holo,PSA,EX-MT 6,,$6.00 ,USD,,Best Offer,,4/25/2026,pc_sportscards,292200,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/157802750996
TRK000-2000-1E-HOLO,3.97877E+11,Pokémon Dark Hypno 9/82 Team Rocket 1st Edition Holo Rare PSA 9,Dark Hypno,Team Rocket,,1st Edition,Holo,PSA,Mint 9,,$5.97 ,USD,,Best Offer,,5/4/2026,tiffs_cardboard_kingdom,61,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/397877259325
TRK003-2000-1E-HOLO,2.67628E+11,2000 Pokemon Dark Blastoise 1st Edition Team Rocket Holo #3 PSA 7,Dark Blastoise,Team Rocket,3,1st Edition,Holo,PSA,NM 7,,$5.99 ,USD,,Buy It Now,,4/5/2026,5_star_cards,105700,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/267627912811
TRK003-2000-1E-HOLO,1.68227E+11,DARK BLASTOISE 2000 Pokemon Team Rocket 1st Edition Holo #3 - PSA 8,Dark Blastoise,Team Rocket,3,1st Edition,Holo,PSA,NM-MT 8,,$9.45 ,USD,,Buy It Now,,4/8/2026,rolluplikesushi,814,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/168227438581
TRK000-2000-1E-HOLO,1.88248E+11,Pokémon Dark Blastoise Team Rocket 1st Edition Holo 3/82 PSA 7 2000,Dark Blastoise,Team Rocket,,1st Edition,Holo,PSA,NM 7,,$5.97 ,USD,,Best Offer,,4/6/2026,motsona88,119,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/188247801955
TRK003-2000-1E-HOLO,2.98306E+11,2000 Pokemon Team Rocket Dark Blastoise 1st Edition Holo #3 PSA 9,Dark Blastoise,Team Rocket,3,1st Edition,Holo,PSA,Mint 9,,$13.36 ,USD,,Buy It Now,,5/14/2026,rasan8049,104,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/298305736145
TRK000-2000-1E-HOLO,3.36582E+11,DARK BLASTOISE Team Rocket 1st Edition Holo Rare CGC 7.5 Vintage Pokemon *SWIRL*,Dark Blastoise,Team Rocket,,1st Edition,Holo,CGC,Near Mint+ 7.5,,$3.99 ,USD,,Best Offer,,5/14/2026,nostalgium_inc,7700,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/336582020865
TRK000-2000-1E-STD,1.57646E+11,Pokemon Dark Charmander Team Rocket 1st Edition PSA 10 Gem Mint,Dark Charmander,Team Rocket,,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$5.97 ,USD,,Best Offer,,3/4/2026,veganwizard,86,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/157645720829
TRK000-2000-1E-HOLO,3.89917E+11,PSA 9 2000 Pokemon Team Rocket 1st Edition Dark Machamp Holo 10,Dark Machamp,Team Rocket,,1st Edition,Holo,PSA,Mint 9,,$5.62 ,USD,,Best Offer,,4/23/2026,moshimo_collectibles,84,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/389917494350
TRK010-2000-1E-HOLO,1.57771E+11,Pokémon DARK MACHAMP Team Rocket 1st Edition HOLO Rare #10 PSA 9 Mint,Dark Machamp,Team Rocket,10,1st Edition,Holo,PSA,Mint 9,Mint,$5.62 ,USD,,Best Offer,,3/29/2026,g3cards_8,37,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/157770687586
TRK062-2000-1E-STD,1.27878E+11,Meowth #62 1st Edition Team Rocket 2000 Pokemon CGC 9.5,Meowth,Team Rocket,62/82,1st Edition,Standard,CGC,Mint+ 9.5,,$35.99 ,USD,0,Buy It Now,,5/25/2026,criticalcatcollectibles,760,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/127878131879
TRK062-2000-1E-STD,2.57375E+11,PSA 10 GEM MINT Meowth 1st Edition 62/82 Pokémon Team Rocket Non Holo Rare,Meowth,Team Rocket,62/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$270.00 ,USD,5.95,Best Offer,,4/28/2026,aquascollectibles,4600,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/257375219170
TRK062-2000-1E-STD,2.7784E+11,PSA 10 GEM MINT Meowth 62/82 Team Rocket 1ST EDITION Pokemon Card,Meowth,Team Rocket,62/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$199.99 ,USD,0,Buy It Now,,4/2/2026,tca_gaming,109900,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/277840132214
TRK062-2000-1E-STD,3.27156E+11,PSA 10 GEM MINT Meowth Team Rocket 62/82 1st Edition Pokemon Card SCRATCHED SLAB,Meowth,Team Rocket,62/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$199.99 ,USD,0,Buy It Now,,5/19/2026,millenniumrose,48600,100%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/327155524603
TRK062-2000-1E-STD,1.88416E+11,CGC 8 Pokémon Meowth 62/82 Team Rocket 1st Edition English 2000,Meowth,Team Rocket,62/82,1st Edition,Standard,CGC,8,,$10.50 ,USD,1.32,Buy It Now,,5/24/2026,toohotty_abm,1,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/188415662908
TRK062-2000-1E-STD,3.97921E+11,CGC 9 MINT Meowth 2000 Team Rocket 1st Edition 62/82 Pokemon Card,Meowth,Team Rocket,62/82,1st Edition,Standard,CGC,9,Mint,$24.98 ,USD,0,Buy It Now,,5/18/2026,chelito9595,312,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/397921108785
TRK062-2000-1E-STD,4.06792E+11,Pokémon TCG Meowth 62/82 Team Rocket 1st Edition Regular PSA 9,Meowth,Team Rocket,62/82,1st Edition,Standard,PSA,Mint 9,,$39.00 ,USD,5.17,Best Offer,,5/3/2026,joort94,81,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/406792406635
TRK062-2000-1E-STD,2.27253E+11,Pokémon TCG Meowth Team Rocket 1st Edition 62/82 Regular 40 HP Common CGC 9.5,Meowth,Team Rocket,62/82,1st Edition,Standard,CGC,Mint+ 9.5,,$35.00 ,USD,6.24,Best Offer,,3/12/2026,greyelkz,51,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/227252764413
TRK062-2000-1E-STD,1.68207E+11,Pokémon Meowth Team Rocket 1st Edition CGC 10 2000 Card 62/82 Regular,Meowth,Team Rocket,62/82,1st Edition,Standard,CGC,10,,$90.00 ,USD,6.24,Best Offer,,3/6/2026,coastalcardco,96,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/168206550683
TRK062-2000-1E-STD,4.06945E+11,Pokemon TCG Meowth 1st Edition Team Rocket 62/82 PSA 6,Meowth,Team Rocket,62/82,1st Edition,Standard,PSA,EX-MT 6,,$17.00 ,USD,5.72,Best Offer,,5/26/2026,isen89,103,99%,,United States,New (Other),,,,,https://www.ebay.com/itm/406944812480
TRK062-2000-1E-STD,1.27785E+11,Pokémon Card 1st Edition Meowth PSA 9 Mint Team Rocket Set 62/82 WOTC 2000,Meowth,Team Rocket,62/82,1st Edition,Standard,PSA,Mint 9,Mint,$49.95 ,USD,0,Buy It Now,,5/22/2026,choice.collectibles,3200,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/127785157237
TRK062-2000-1E-STD,3.58422E+11,Pokémon TCG Meowth 62/82 Team Rocket 1st Edition Regular PSA 9,Meowth,Team Rocket,62/82,1st Edition,Standard,PSA,Mint 9,,$35.00 ,USD,5.72,Best Offer,,4/12/2026,jmcollects_09,332,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/358421550081
TRK062-2000-1E-STD,2.0596E+11,CGC 9.5 GEM MINT Meowth Team Rocket 1st Edition 62/82 Pokemon Card,Meowth,Team Rocket,62/82,1st Edition,Standard,CGC,Mint+ 9.5,Gem Mint,$25.00 ,USD,5.97,Buy It Now,,4/3/2026,jayscollectables-more,14,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/205959954517
TRK062-2000-1E-STD,3.5396E+11,2000 POKEMON TEAM ROCKET 62/82 MEOWTH PSA 9 MINT 1ST EDITION,Meowth,Team Rocket,62/82,1st Edition,Standard,PSA,Mint 9,Mint,$39.00 ,USD,6.95,Best Offer,,5/10/2026,erie_k_kvfwlf,163,99%,,United States,New (Other),,,,,https://www.ebay.com/itm/353959644258
TRK062-2000-1E-STD,1.16025E+11,2000 Team Rocket #62 Meowth PSA 9 Mint 1st Edition Pokemon,Meowth,Team Rocket,62/82,1st Edition,Standard,PSA,Mint 9,Mint,$37.72 ,USD,0,Buy It Now,,3/30/2026,mongojacksonfranklin,1600,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/116025149173
TRK062-2000-1E-STD,3.66233E+11,2000 1st Edition Team Rocket Pokémon Card #62 Meowth PSA 9,Meowth,Team Rocket,62/82,1st Edition,Standard,PSA,Mint 9,,$30.00 ,USD,5.4,Best Offer,,3/18/2026,wheredyoufindthis,220,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/366233477566
TRK062-2000-1E-STD,3.27016E+11,CGC 9 MINT Meowth 2000 Team Rocket 1st Edition 62/82 Pokemon Card,Meowth,Team Rocket,62/82,1st Edition,Standard,CGC,9,Mint,$24.99 ,USD,0,Buy It Now,,3/30/2026,millenniumrose,48600,100%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/327015599041
TRK062-2000-1E-STD,3.89781E+11,CGC MINT+ 9.5 Pokemon Meowth 62/82 2000 Team Rocket 1st Edition,Meowth,Team Rocket,62/82,1st Edition,Standard,CGC,Mint+ 9.5,Mint,$26.00 ,USD,6.24,Best Offer,,4/5/2026,md_108,201,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/389780811681
TRK062-2000-1E-STD,1.27828E+11,Meowth #62 1st Edition Team Rocket 2000 Pokemon CGC 10,Meowth,Team Rocket,62/82,1st Edition,Standard,CGC,10,,$69.99 ,USD,0,Best Offer,,5/7/2026,criticalcatcollectibles,760,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/127828465182
TRK062-2000-1E-STD,2.36796E+11,2000 Pokémon Rocket Meowth 1st Edition PSA 9 MINT #62 Team Rocket,Meowth,Team Rocket,62/82,1st Edition,Standard,PSA,Mint 9,Mint,$45.95 ,USD,5.97,Best Offer,,5/8/2026,usaentertainment,1700,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/236795594732
TRK068-2000-1E-STD,3.97968E+11,2000 Pokemon Squirtle 1st Edition 68/82 Team Rocket PSA 9 Mint,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Mint 9,Mint,$49.99 ,USD,0,Buy It Now,,5/21/2026,yourcardbff,437,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/397968186884
TRK068-2000-1E-STD,1.7802E+11,PSA 10 Squirtle Team Rocket 1st Edition 68/82 Pokémon TCG,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Gem Mint 10,,$349.99 ,USD,5.97,Best Offer,,4/20/2026,holoequitycollectibes,175,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/178020167779
TRK068-2000-1E-STD,3.18193E+11,PSA 10 GEM MINT Squirtle 68/82 Team Rocket 1ST EDITION Pokemon Card,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$319.99 ,USD,5,Best Offer,,4/24/2026,pokepalacecards,2100,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/318192911023
TRK068-2000-1E-STD,2.7784E+11,PSA 10 GEM MINT Squirtle 68/82 Team Rocket 1ST EDITION Pokemon Card,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$299.99 ,USD,0,Buy It Now,,4/12/2026,tca_gaming,109900,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/277840163738
TRK068-2000-1E-STD,3.27116E+11,PSA 10 GEM MINT Squirtle 68/82 Team Rocket 1ST EDITION Pokemon Card,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$299.99 ,USD,0,Buy It Now,,4/21/2026,howtheskywas,24,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/327115821619
TRK068-2000-1E-STD,3.58403E+11,2000 Pokemon Team Rocket 1st Edition Squirtle #68 PSA 10 Gem Mint,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$289.99 ,USD,0,Buy It Now,,4/11/2026,chesapeake_collectables_and_gadgets,171,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/358403070790
TRK068-2000-1E-STD,1.5788E+11,2000 Pokemon Team Rocket 1st Edition Squirtle #68 PSA 10 Gem Mint Fresh Grade,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$325.80 ,CAD,25.34,Best Offer,,5/4/2026,theairdownhere,322,100%,,Canada,New (Other),,,,,https://www.ebay.com/itm/157879938576
TRK068-2000-1E-STD,1.5781E+11,2000 Pokemon Team Rocket 1st Edition Squirtle #68 PSA 10 Gem Mint Fresh Grade,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$289.60 ,CAD,21.72,Best Offer,,4/13/2026,theairdownhere,322,100%,,Canada,New (Other),,,,,https://www.ebay.com/itm/157810266662
TRK068-2000-1E-STD,3.18169E+11,Pokémon Squirtle 68/82 Team Rocket 1st Edition Regular PSA 10 2000 English TCG,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Gem Mint 10,,$329.99 ,USD,6.24,Buy It Now,,4/29/2026,prime_legacy_gaming_llc,24,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/318168825582
TRK068-2000-1E-STD,1.88099E+11,Pokemon PSA 10 GEM MINT 1st Edition 2000 English Team Rocket Squirtle #68,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$299.95 ,USD,0,Best Offer,,3/12/2026,mar-mart,1600,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/188099264268
TRK068-2000-1E-STD,3.27075E+11,2000 POKEMON 1st Edition Team Rocket SQUIRTLE Card #68 PSA 9,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Mint 9,,$49.99 ,USD,5,Best Offer,,4/7/2026,the_vintage_pokemon_superstore,1300,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/327074584538
TRK068-2000-1E-STD,3.27013E+11,PSA 10 Squirtle 1st Edition Team Rocket 68/82 Pokemon Card,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Gem Mint 10,,$305.00 ,USD,0,Buy It Now,,3/4/2026,millenniumrose,48600,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/327012749793
TRK068-2000-1E-STD,3.6633E+11,Pokémon TCG Squirtle 1st Edition Team Rocket CGC 9 Graded 68/82 (2000) Card,Squirtle,Team Rocket,68/82,1st Edition,Standard,CGC,9,,$40.00 ,USD,6.24,Best Offer,,4/17/2026,pascocardcollector98,100,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/366329674536
TRK068-2000-1E-STD,1.27698E+11,CGC 9 Squirtle Team Rocket 1st Edition 68/82 Pokemon Card,Squirtle,Team Rocket,68/82,1st Edition,Standard,CGC,9,,$39.99 ,USD,5.97,Buy It Now,,5/21/2026,junkwaxbombs,9900,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/127697832882
TRK068-2000-1E-STD,3.26908E+11,CGC 9 MINT Squirtle Team Rocket 1st Edition 2000 Pokemon WOTC 68/82,Squirtle,Team Rocket,68/82,1st Edition,Standard,CGC,9,Mint,$27.50 ,USD,5.5,Buy It Now,,4/30/2026,lots.of.stuff,2000,99.60%,,United States,New (Other),,,,,https://www.ebay.com/itm/326907916610
TRK068-2000-1E-STD,3.27016E+11,CGC 9 MINT Squirtle 2000 Team Rocket 1st Edition 68/82 Pokemon Card,Squirtle,Team Rocket,68/82,1st Edition,Standard,CGC,9,Mint,$34.99 ,USD,0,Buy It Now,,4/8/2026,millenniumrose,48600,100%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/327015599066
TRK068-2000-1E-STD,1.8811E+11,Squirtle Pokemon 2000 Team Rocket 1st Edition 68/82 CGC 9.5,Squirtle,Team Rocket,68/82,1st Edition,Standard,CGC,Mint+ 9.5,,$59.81 ,USD,5.89,Best Offer,,4/11/2026,crunkzilla,213,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/188110307337
TRK068-2000-1E-STD,3.36203E+11,POKEMON - CGC GEM MINT 9.5 - 1ST EDITION TEAM ROCKET SQUIRTLE,Squirtle,Team Rocket,68/82,1st Edition,Standard,CGC,Mint+ 9.5,Gem Mint,$83.99 ,USD,5.7,Buy It Now,,4/2/2026,hardy274-3,573,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/336203399813
TRK068-2000-1E-STD,3.97893E+11,2000 Pokemon Team Rocket 1st Edition Squirtle 68/82 PSA 8 NM-MT WOTC Vintage,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,NM-MT 8,NM-MT,$37.00 ,USD,0,Best Offer,,5/1/2026,elpanchino,295,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/397893438929
TRK068-2000-1E-STD,2.27335E+11,2000 Pokemon Squirtle 1st Edition 68/82 Team Rocket PSA 9 Mint,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Mint 9,Mint,$49.99 ,USD,6.95,Buy It Now,,5/9/2026,klgarage,510,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/227334948893
TRK068-2000-1E-STD,3.183E+11,2000 Pokemon Squirtle 1st Edition 68/82 Team Rocket PSA 9 Mint,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Mint 9,Mint,$49.99 ,USD,0,Buy It Now,,5/14/2026,jaybil_38,299,99.60%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/318300346505
TRK068-2000-1E-STD,1.27832E+11,Pokemon PSA 10 Squirtle 68 1st Edition 2000 Team Rocket Gem Mint Vintage,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$349.99 ,USD,0,Best Offer,,4/30/2026,ig-hobbstcg,421,99.60%,,United States,New (Other),,,,,https://www.ebay.com/itm/127831543118
TRK068-2000-1E-STD,3.18136E+11,2000 POKEMON TEAM ROCKET SQUIRTLE #68/82 1ST EDITION PSA 8 REGULAR,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,NM-MT 8,,$28.00 ,USD,5.97,Best Offer,,4/17/2026,cherboykin,41,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/318135659293
TRK068-2000-1E-STD,3.65638E+11,2000 SQUIRTLE 68/82 Pokemon Team Rocket 1st Edition PSA 9 MINT,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Mint 9,Mint,$44.99 ,USD,9.45,Best Offer,,3/3/2026,i98598,206,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/365638483874
TRK068-2000-1E-STD,4.06821E+11,Pokémon 2000 Team Rocket Squirtle 1st Edition PSA 6 #68/82 English Common,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,EX-MT 6,,$30.00 ,USD,5.28,Best Offer,,5/7/2026,dugtrioscavern,281,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/406820719874
TRK068-2000-1E-STD,1.68238E+11,Pokémon Squirtle Team Rocket 1st Edition PSA 8 Regular 68/82 2000,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,NM-MT 8,,$30.00 ,USD,5.97,Best Offer,,4/16/2026,pokepapafrow,44,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/168238425913
TRK068-2000-1E-STD,2.27259E+11,2000 Pokemon Squirtle 1st Edition 68/82 Team Rocket PSA 9 Mint,Squirtle,Team Rocket,68/82,1st Edition,Standard,PSA,Mint 9,Mint,$47.95 ,USD,6.95,Buy It Now,,5/5/2026,klgarage,510,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/227258515172
TRK059-2000-1E-STD,2.67646E+11,2000 Pokemon Machop Team Rocket 1st Edition #59 CGC 10 Gem Mint,Machop,Team Rocket,59/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$109.99 ,USD,6.24,Buy It Now,,4/21/2026,relixcards,336,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/267646041237
TRK059-2000-1E-STD,2.56923E+11,2000 Pokemon Team Rocket: Machop 1st Edition (#59/82) CGC 9.5,Machop,Team Rocket,59/82,1st Edition,Standard,CGC,Mint+ 9.5,,$35.00 ,USD,5.97,Best Offer,,3/4/2026,ball5collectibles,214,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/256923343044
TRK059-2000-1E-STD,1.7797E+11,2000 Pokemon Team Rocket Machop 1st Edition Non-Holo #59/82 CGC 9.5 GEM MINT,Machop,Team Rocket,59/82,1st Edition,Standard,CGC,Mint+ 9.5,Gem Mint,$40.00 ,USD,0,Best Offer,,3/29/2026,swans_emporium,2600,100%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/177969622837
TRK059-2000-1E-STD,1.576E+11,PSA 9 Pokemon 2000 1st Edition Team Rocket Machop #59,Machop,Team Rocket,59/82,1st Edition,Standard,PSA,Mint 9,,$38.00 ,USD,0,Buy It Now,,5/6/2026,blackstagcards,1800,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/157600363360
TRK059-2000-1E-STD,3.06634E+11,Pokemon Machop Team Rocket 1st Edition #59 CGC 10 Gem Mint,Machop,Team Rocket,59/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$71.99 ,USD,5.58,Best Offer,,3/2/2026,qqcollectables,53,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/306634339026
TRK059-2000-1E-STD,3.1785E+11,2000 Pokémon Team Rocket #59 Machop 1st Edition PSA 10 Gem Mint,Machop,Team Rocket,59/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$125.00 ,USD,6,Buy It Now,,3/8/2026,randomstuffsaleguy,1200,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/317850050367
TRK059-2000-1E-STD,1.877E+11,CGC 9.5 Gem Mint Machop Team Rocket 1st Edition Pokemon 59/82,Machop,Team Rocket,59/82,1st Edition,Standard,CGC,Mint+ 9.5,Gem Mint,$34.99 ,USD,0,Buy It Now,,3/10/2026,epiccardhub,6400,99.80%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/187699747266
TRK059-2000-1E-STD,1.84884E+11,Pokemon PSA 9 1ST EDITION MACHOP 59/82 - TEAM ROCKET SET - MINT,Machop,Team Rocket,59/82,1st Edition,Standard,PSA,Mint 9,Mint,$35.00 ,USD,0,Buy It Now,,4/21/2026,thepokemonshark,8300,99.90%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/184884064140
TRK059-2000-1E-STD,2.67622E+11,PSA 10 GEM MINT Machop 59/82 Team Rocket 1ST EDITION Pokemon Card,Machop,Team Rocket,59/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$129.99 ,USD,0,Buy It Now,,3/31/2026,tca_gaming,109900,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/267621783105
TRK059-2000-1E-STD,1.27795E+11,Pokémon PSA 8 Team Rocket 1st Edition Machop 59/82 NM-MT Rare,Machop,Team Rocket,59/82,1st Edition,Standard,PSA,NM-MT 8,NM-MT,$19.95 ,USD,5.4,Best Offer,,4/26/2026,neoscardsandgames,319,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/127794692233
TRK059-2000-1E-STD,3.66267E+11,2000 Team Rocket #59 Machop PSA 9 Mint 1st Edition Pokemon,Machop,Team Rocket,59/82,1st Edition,Standard,PSA,Mint 9,Mint,$27.99 ,USD,5.72,Best Offer,,5/5/2026,wrigglycash,76,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/366266828898
TRK059-2000-1E-STD,2.3674E+11,2000 Pokemon Team Rocket 1st Edition Machop #59 PSA 9 Mint,Machop,Team Rocket,59/82,1st Edition,Standard,PSA,Mint 9,Mint,$32.00 ,USD,5.89,Best Offer,,4/9/2026,max_elite_hobbies,207,99.30%,,United States,New (Other),,,,,https://www.ebay.com/itm/236740276548
TRK059-2000-1E-STD,1.1614E+11,2000 Team Rocket #59 Machop PSA 9 Mint 1st Edition Pokemon,Machop,Team Rocket,59/82,1st Edition,Standard,PSA,Mint 9,Mint,$27.72 ,USD,0,Buy It Now,,3/6/2026,mongojacksonfranklin,1600,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/116139683227
TRK059-2000-1E-STD,3.8681E+11,Pokémon Team PSA 8 Rocket 1st Edition Machop 59/82 NM-MT Rare,Machop,Team Rocket,59/82,1st Edition,Standard,PSA,NM-MT 8,NM-MT,$21.99 ,USD,4.99,Best Offer,,5/5/2026,niminiumuser_user,3500,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/386810286058
TRK047-2000-1E-STD,1.2767E+11,Magikarp #47 1st Edition Team Rocket 2000 Pokemon CGC 10,Magikarp,Team Rocket,47/82,1st Edition,Standard,CGC,10,,$129.99 ,USD,0,Best Offer,,4/16/2026,criticalcatcollectibles,760,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/127670425106
TRK047-2000-1E-STD,1.88262E+11,Pokémon Magikarp Team Rocket 1st Edition 47/82 CGC Gem Mint 10 Uncommon,Magikarp,Team Rocket,47/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$120.00 ,USD,9.42,Best Offer,,5/24/2026,axelindhol-0,385,99.70%,,United States,New (Other),,,,,https://www.ebay.com/itm/188261715684
TRK047-2000-1E-STD,3.18068E+11,PSA 10 GEM MINT Magikarp 47/82 Team Rocket 1ST EDITION Pokemon Card,Magikarp,Team Rocket,47/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$999.99 ,USD,0,Buy It Now,,4/6/2026,tca_gaming,109900,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/318067700957
TRK047-2000-1E-STD,3.36493E+11,CGC 10 Gem Mint Magikarp Team Rocket 1st Edition 2000 Pokémon Card 47/82,Magikarp,Team Rocket,47/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$95.00 ,USD,6.74,Best Offer,,3/26/2026,palmi-39,19,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/336492552718
TRK047-2000-1E-STD,4.06749E+11,Pokémon Magikarp Team Rocket 1st Edition CGC 8 Regular 47/82 2000,Magikarp,Team Rocket,47/82,1st Edition,Standard,CGC,8,,$12.00 ,USD,6.24,Best Offer,,4/24/2026,pokepapafrow,44,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/406748747927
TRK047-2000-1E-STD,1.27817E+11,Magikarp Pokémon 2000 Team Rocket 1st Edition 47/82 CGC 8.5,Magikarp,Team Rocket,47/82,1st Edition,Standard,CGC,8.5,,$14.69 ,USD,0,Best Offer,,4/18/2026,motherrucker,513,100%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/127817093930
TRK047-2000-1E-STD,3.9771E+11,Magikarp #47 1st Edition Team Rocket 2000 Pokemon CGC 9.5,Magikarp,Team Rocket,47/82,1st Edition,Standard,CGC,Mint+ 9.5,,$89.99 ,USD,0,Best Offer,,4/26/2026,criticalcatcollectibles,760,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/397709815110
