STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,FRGT,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFI,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFI,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT18,WT19,WT21,WV01,WV03,WV20
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/10/1982,50,40,,,,1448,0,,0,0,,69,57,,,,,,270,,,,,,,26.4,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/11/1982,70,90,,,,1312,0,,0,0,,70,58,,,,,,225,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/12/1982,90,80,,,,1612,0,,0,0,,67,57,,,,,,270,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/13/1982,40,40,,,,1542,0,,0,0,,70,57,,,,,,270,,,,,,,20.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/14/1982,50,70,,,,1724,0,,0,0,,70,58,,,,,,270,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/15/1982,80,90,,,,1536,0,,0,0,,69,58,,,,,,270,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/16/1982,100,100,,,,1536,0,,0,0,,66,60,,,,,,225,,,,,,,15,,,,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/17/1982,100,100,,,,1148,0.01,,0,0,,64,59,,,,,,270,,,,,,,15,,,1,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/18/1982,100,100,,,,1400,0,,0,0,,65,60,,,,,,270,,,,,,,12.8,,,,,,,,,,,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/19/1982,60,60,,,,1654,0,,0,0,,70,60,,,,,,270,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/20/1982,90,100,,,,1606,0,,0,0,,69,60,,,,,,270,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/21/1982,100,100,,,,1706,0,,0,0,,66,60,,,,,,270,,,,,,,16.1,,,1,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/22/1982,80,80,,,,1724,0,,0,0,,69,60,,,,,,270,,,,,,,19.5,,,,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/23/1982,80,90,,,,1336,0,,0,0,,68,59,,,,,,270,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/24/1982,90,90,,,,1606,0,,0,0,,67,59,,,,,,270,,,,,,,18.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/25/1982,60,70,,,,1518,0,,0,0,,70,60,,,,,,225,,,,,,,20.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/26/1982,0,0,,,,1254,0,,0,0,,73,59,,,,,,225,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/27/1982,40,50,,,,1406,0,,0,0,,73,62,,,,,,270,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/28/1982,80,90,,,,1636,0,,0,0,,74,62,,,,,,270,,,,,,,23,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/29/1982,90,100,,,,1454,0,,0,0,,68,61,,,,,,270,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/30/1982,40,40,,,,1212,0,,0,0,,71,59,,,,,,225,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/1/1982,0,0,,,,1400,0,,0,0,,73,58,,,,,,270,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/2/1982,0,10,,,,1236,0,,0,0,,76,61,,,,,,270,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/3/1982,60,40,,,,1230,0,,0,0,,73,61,,,,,,225,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/4/1982,50,40,,,,1642,0,,0,0,,71,61,,,,,,270,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/5/1982,30,20,,,,1418,0,,0,0,,76,61,,,,,,270,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/6/1982,30,10,,,,1448,0,,0,0,,73,60,,,,,,270,,,,,,,19.5,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/7/1982,50,30,,,,1424,0,,0,0,,72,59,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/8/1982,40,30,,,,1424,0,,0,0,,71,60,,,,,,270,,,,,,,20.8,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/9/1982,0,0,,,,1348,0,,0,0,,74,60,,,,,,225,,,,,,,18.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/10/1982,0,0,,,,1236,0,,0,0,,78,61,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/11/1982,20,10,,,,1354,0,,0,0,,76,63,,,,,,270,,,,,,,18.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/12/1982,60,40,,,,1348,0,,0,0,,74,62,,,,,,225,,,,,,,23,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/13/1982,70,40,,,,1254,0,,0,0,,71,62,,,,,,270,,,,,,,20.8,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/14/1982,30,20,,,,1412,0,,0,0,,73,62,,,,,,270,,,,,,,21.9,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/15/1982,70,60,,,,1336,0,,0,0,,75,61,,,,,,270,,,,,,,20.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/16/1982,60,40,,,,1400,0,,0,0,,74,63,,,,,,225,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/17/1982,50,40,,,,1718,0,,0,0,,74,62,,,,,,270,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/18/1982,40,40,,,,1618,0,,0,0,,73,63,,,,,,270,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/19/1982,10,10,,,,1430,0,,0,0,,77,62,,,,,,270,,,,,,,20.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/20/1982,0,0,,,,1454,0,,0,0,,80,65,,,,,,270,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/21/1982,20,10,,,,1642,0,,0,0,,81,64,,,,,,270,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/22/1982,40,20,,,,1536,0,,0,0,,81,65,,,,,,270,,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/23/1982,20,20,,,,1624,0,,0,0,,83,66,,,,,,270,,,,,,,20.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/24/1982,10,0,,,,1324,0,,0,0,,79,65,,,,,,270,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/25/1982,0,0,,,,1536,0,,0,0,,74,65,,,,,,270,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/26/1982,0,0,,,,1412,0,,0,0,,77,65,,,,,,270,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/27/1982,0,0,,,,1524,0,,0,0,,78,65,,,,,,270,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/28/1982,0,0,,,,1412,0,,0,0,,78,65,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/29/1982,0,0,,,,1312,0,,0,0,,76,66,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/30/1982,20,20,,,,1606,0,,0,0,,82,67,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/31/1982,50,40,,,,1148,0,,0,0,,78,67,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/1/1982,90,90,,,,1500,0,,0,0,,77,68,,,,,,225,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/2/1982,90,80,,,,1400,0,,0,0,,76,66,,,,,,270,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/3/1982,50,40,,,,1448,0,,0,0,,75,65,,,,,,270,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/4/1982,10,10,,,,1500,0,,0,0,,76,63,,,,,,270,,,,,,,18.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/5/1982,10,10,,,,1636,0,,0,0,,80,64,,,,,,270,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/6/1982,30,40,,,,1506,0,,0,0,,88,68,,,,,,270,,,,,,,23,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/7/1982,20,0,,,,1806,0,,0,0,,80,66,,,,,,270,,,,,,,19.5,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/8/1982,30,20,,,,1718,0,,0,0,,80,65,,,,,,270,,,,,,,20.8,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/9/1982,10,10,,,,1424,0,,0,0,,80,66,,,,,,270,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/10/1982,0,10,,,,1354,0,,0,0,,78,65,,,,,,270,,,,,,,20.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/11/1982,50,30,,,,1354,0,,0,0,,76,66,,,,,,270,,,,,,,18.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/12/1982,90,70,,,,1424,0,,0,0,,75,65,,,,,,225,,,,,,,23,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/13/1982,40,40,,,,1606,0,,0,0,,74,63,,,,,,270,,,,,,,23,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/14/1982,40,50,,,,1636,0,,0,0,,73,62,,,,,,270,,,,,,,23,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/15/1982,40,40,,,,1236,0,,0,0,,73,61,,,,,,270,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/16/1982,60,40,,,,1412,0,,0,0,,72,61,,,,,,270,,,,,,,23,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/17/1982,80,70,,,,1454,0,,0,0,,73,61,,,,,,270,,,,,,,17.2,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/18/1982,50,50,,,,1512,0,,0,0,,74,62,,,,,,270,,,,,,,20.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/19/1982,20,10,,,,1600,0,,0,0,,81,65,,,,,,225,,,,,,,25.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/20/1982,30,20,,,,1424,0,,0,0,,79,66,,,,,,225,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/21/1982,50,50,,,,1442,0,,0,0,,85,67,,,,,,270,,,,,,,24.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/22/1982,60,50,,,,1630,0,,0,0,,77,66,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/23/1982,70,60,,,,1506,0,,0,0,,80,65,,,,,,135,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/24/1982,100,100,,,,1630,0,,0,0,,75,65,,,,,,270,,,,,,,18.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/25/1982,60,50,,,,1424,0,,0,0,,77,65,,,,,,270,,,,,,,20.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/26/1982,10,10,,,,1412,0,,0,0,,79,66,,,,,,270,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/27/1982,40,40,,,,1424,0,,0,0,,85,67,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/28/1982,70,70,,,,1448,0,,0,0,,79,66,,,,,,270,,,,,,,20.8,,,,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/29/1982,50,50,,,,1612,0,,0,0,,76,67,,,,,,270,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/30/1982,20,10,,,,1524,0,,0,0,,79,65,,,,,,270,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/31/1982,80,80,,,,1500,0,,0,0,,80,66,,,,,,270,,,,,,,20.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/1/1982,70,80,,,,1454,0,,0,0,,82,66,,,,,,270,,,,,,,18.3,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/2/1982,40,30,,,,1436,0,,0,0,,90,67,,,,,,270,,,,,,,18.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/3/1982,20,20,,,,1506,0,,0,0,,92,68,,,,,,270,,,,,,,23,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/4/1982,0,0,,,,1142,0,,0,0,,89,68,,,,,,270,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/5/1982,0,0,,,,1554,0,,0,0,,90,66,,,,,,270,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/6/1982,50,50,,,,1354,0,,0,0,,73,64,,,,,,270,,,,,,,19.5,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/7/1982,60,70,,,,1712,0,,0,0,,78,64,,,,,,225,,,,,,,17.2,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/8/1982,90,100,,,,2348,0.15,,0,0,,74,67,,,,,,270,,,,,,,13.9,,,1,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/9/1982,100,100,,,,1506,0,,0,0,,76,66,,,,,,270,,,,,,,20.8,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/10/1982,100,100,,,,942,0,,0,0,,74,66,,,,,,225,,,,,,,17.2,,,1,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/11/1982,60,50,,,,1606,0,,0,0,,76,66,,,,,,270,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/12/1982,70,70,,,,1706,0,,0,0,,74,64,,,,,,270,,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/13/1982,80,60,,,,1406,0,,0,0,,77,64,,,,,,135,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/14/1982,90,80,,,,1424,0,,0,0,,74,67,,,,,,225,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/15/1982,100,100,,,,1254,0.01,,0,0,,74,64,,,,,,135,,,,,,,25.3,,,,,,,,,,,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/16/1982,90,90,,,,1312,0.02,,0,0,,73,63,,,,,,135,,,,,,,17.2,,,,,,,,,,,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/17/1982,70,70,,,,1018,0.24,,0,0,,76,61,,,,,,225,,,,,,,20.8,,,,,,,,,,,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/18/1982,50,50,,,,1342,0.02,,0,0,,78,67,,,,,,270,,,,,,,23,,,,,,,,,,,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/19/1982,20,40,,,,1518,0,,0,0,,76,64,,,,,,270,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/20/1982,0,0,,,,1354,0,,0,0,,79,61,,,,,,270,,,,,,,19.5,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/21/1982,10,20,,,,1400,0,,0,0,,79,62,,,,,,270,,,,,,,20.8,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/22/1982,0,0,,,,1636,0,,0,0,,80,64,,,,,,270,,,,,,,21.9,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/23/1982,70,80,,,,2024,0,,0,0,,90,65,,,,,,135,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/24/1982,100,100,,,,1318,0,,0,0,,92,71,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/25/1982,100,100,,,,1754,0.11,,0,0,,80,69,,,,,,135,,,,,,,18.3,,,1,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/26/1982,80,90,,,,1642,0.23,,0,0,,71,63,,,,,,270,,,,,,,18.3,,,1,,,,,,,,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/27/1982,30,30,,,,1506,0,,0,0,,72,62,,,,,,270,,,,,,,24.2,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/28/1982,30,40,,,,1442,0,,0,0,,74,60,,,,,,270,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/29/1982,40,50,,,,2030,0,,0,0,,72,63,,,,,,315,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/30/1982,0,0,,,,1454,0,,0,0,,73,57,,,,,,270,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/1/1982,0,0,,,,1554,0,,0,0,,75,56,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/2/1982,0,0,,,,1648,0,,0,0,,86,59,,,,,,270,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/3/1982,50,60,,,,1418,0,,0,0,,82,60,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/4/1982,50,50,,,,1230,0,,0,0,,74,61,,,,,,225,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/5/1982,10,0,,,,1442,0,,0,0,,73,59,,,,,,225,,,,,,,20.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/6/1982,0,10,,,,1424,0,,0,0,,74,57,,,,,,225,,,,,,,20.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/7/1982,20,10,,,,1400,0,,0,0,,75,61,,,,,,270,,,,,,,23,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/8/1982,0,0,,,,1442,0,,0,0,,87,58,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/9/1982,0,10,,,,1448,0,,0,0,,86,58,,,,,,225,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/10/1982,0,0,,,,1754,0,,0,0,,83,61,,,,,,315,,,,,,,26.4,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/11/1982,0,0,,,,1648,0,,0,0,,85,57,,,,,,225,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/12/1982,0,0,,,,1500,0,,0,0,,87,58,,,,,,270,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/13/1982,0,0,,,,1554,0,,0,0,,88,61,,,,,,270,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/14/1982,20,10,,,,1548,0,,0,0,,86,60,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/15/1982,80,100,,,,1524,0,,0,0,,87,61,,,,,,270,,,,,,,15,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/16/1982,20,0,,,,1542,0,,0,0,,82,58,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/17/1982,30,40,,,,1342,0,,0,0,,73,58,,,,,,270,,,,,,,18.3,,,1,1,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/18/1982,50,40,,,,1948,0,,0,0,,71,60,,,,,,270,,,,,,,15,,,1,1,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/19/1982,60,60,,,,1212,0,,0,0,,71,62,,,,,,270,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
